time,posx,posy,posz,attyaw,attpitch,attroll
0,-0.151783674955368,0.329005241394043,0.160443618893623,174.35371966968,2.33402026709282,2.58432041993907
0.0039830207824707,-0.151779845356941,0.328997790813446,0.160454303026199,174.337794820487,2.3327473940609,2.59082317960425
0.00807285308837891,-0.151829853653908,0.328979641199112,0.160487070679665,174.359292582907,2.29518588801555,2.60648971972989
0.0122315883636475,-0.151822179555893,0.328987032175064,0.160513877868652,174.340885897604,2.28297160877494,2.59254427060648
0.0165247917175293,-0.151822790503502,0.328981518745422,0.160525843501091,174.347125599663,2.28764660537234,2.58376987552421
0.020601749420166,-0.151795297861099,0.328978687524796,0.160484671592712,174.36110175821,2.31207376864027,2.57208756845165
0.0246641635894775,-0.151812702417374,0.328970670700073,0.160458564758301,174.364411664393,2.31886334094914,2.5511971873278
0.0289473533630371,-0.151790037751198,0.328998148441315,0.160452783107758,174.331599557395,2.30335907318604,2.5161098749409
0.0332367420196533,-0.151779279112816,0.329030573368073,0.160442009568214,174.297277693675,2.28850003806882,2.50015215907522
0.0375418663024902,-0.151825338602066,0.328999251127243,0.160445958375931,174.306784356963,2.28146409203468,2.52666901006698
0.0416243076324463,-0.151868030428886,0.328969240188599,0.160451740026474,174.364768387415,2.27375628827753,2.56087160069191
0.045954704284668,-0.151876583695412,0.328965336084366,0.160489797592163,174.387269956027,2.29513123725139,2.55211835468619
0.0514099597930908,-0.151857137680054,0.328977197408676,0.160517990589142,174.3759650809,2.31779565162172,2.56376209194504
0.0540893077850342,-0.151758909225464,0.329014837741852,0.160516649484634,174.334253861847,2.33720704729007,2.51696141589541
0.0597221851348877,-0.151763677597046,0.329000920057297,0.160473376512527,174.330043579422,2.32784678510652,2.51187119644242
0.0625391006469727,-0.151744052767754,0.328997880220413,0.160449758172035,174.307520559979,2.31121292508985,2.47860591896687
0.0668110847473145,-0.151778131723404,0.329001754522324,0.160457730293274,174.287718407982,2.29473466647185,2.51421552673071
0.0707905292510986,-0.151799350976944,0.329004615545273,0.160477921366692,174.302019861755,2.30179025052054,2.52043774684618
0.0748987197875977,-0.151822835206985,0.329005777835846,0.160491600632668,174.328058011353,2.3023906386389,2.55983085002018
0.0792367458343506,-0.15180516242981,0.328999221324921,0.160497933626175,174.332474268122,2.30715597106674,2.57327876805468
0.0833861827850342,-0.151805892586708,0.32898873090744,0.160497888922691,174.359300922,2.32744483724033,2.54882337705113
0.0873599052429199,-0.151778593659401,0.328996539115906,0.160502210259438,174.346531459282,2.32136367390003,2.51114617291213
0.091956615447998,-0.151770159602165,0.328985691070557,0.160487428307533,174.341860580853,2.29742874336076,2.47706432190396
0.0958013534545898,-0.151773452758789,0.32897824048996,0.160471946001053,174.313252989862,2.28723526789266,2.49554014997602
0.100041151046753,-0.151784598827362,0.328976303339005,0.16046704351902,174.302429861019,2.28583451456843,2.518494685576
0.104180335998535,-0.151782661676407,0.328987568616867,0.160476848483086,174.30341591924,2.27891032718112,2.54401328349308
0.108437776565552,-0.151809766888618,0.328987032175064,0.160501554608345,174.317442299675,2.27611789571971,2.60472763695267
0.112384796142578,-0.151770725846291,0.329019159078598,0.160517409443855,174.314412987507,2.31012818098283,2.59122773738128
0.116646528244019,-0.151808142662048,0.32901331782341,0.160515025258064,174.363319717369,2.32518237000999,2.56582049741115
0.120598793029785,-0.15184859931469,0.328997582197189,0.160497218370438,174.38440609529,2.33774511452753,2.56127823834458
0.124816179275513,-0.151819050312042,0.328997552394867,0.16046530008316,174.363091566235,2.31862052419365,2.57754431482929
0.129176378250122,-0.15180541574955,0.328990429639816,0.160443171858788,174.348134678089,2.30172591407212,2.60664049085072
0.133291721343994,-0.151773273944855,0.329016238451004,0.160466969013214,174.295071330509,2.31584088927776,2.58589880629821
0.137595653533936,-0.151734232902527,0.329046905040741,0.160486683249474,174.263349347086,2.3275407806708,2.55944382437427
0.141724109649658,-0.151762694120407,0.329029738903046,0.160493955016136,174.292317111579,2.32136536349734,2.56540217802426
0.146045207977295,-0.151808559894562,0.328990876674652,0.160481750965118,174.352493874517,2.31290926794506,2.54274840010732
0.15006685256958,-0.15188255906105,0.328968048095703,0.16047315299511,174.403756111177,2.29707118335161,2.53053289352057
0.154077529907227,-0.15186008810997,0.328988432884216,0.160473555326462,174.380915732826,2.29348075793399,2.50141883941171
0.158052444458008,-0.151828676462173,0.329010993242264,0.16045506298542,174.327996334914,2.30331081019189,2.54439156906634
0.162350654602051,-0.151758283376694,0.329034328460693,0.160425424575806,174.287207938324,2.29762137619656,2.62010405597631
0.166675567626953,-0.151737153530121,0.329038769006729,0.160448536276817,174.273290490205,2.29542561170201,2.62845683756209
0.170838594436646,-0.151739120483398,0.329028248786926,0.160476177930832,174.287017091928,2.30459800293159,2.59117978084478
0.175011157989502,-0.151772797107697,0.329008996486664,0.160500198602676,174.314296331184,2.32577660937993,2.53669675343445
0.179011821746826,-0.151823788881302,0.328989744186401,0.16049662232399,174.357579377091,2.32507775379788,2.54332787706439
0.18337607383728,-0.151867687702179,0.328983128070831,0.160489723086357,174.37749485025,2.30752530765565,2.58631311222307
0.187702655792236,-0.151875361800194,0.328984618186951,0.160503253340721,174.375043722409,2.29511299729253,2.59025663516965
0.19170880317688,-0.151811167597771,0.329018771648407,0.160506248474121,174.335559760482,2.30188028283881,2.57437265586369
0.196230411529541,-0.1517423838377,0.329055488109589,0.160472422838211,174.285478763455,2.32578648642366,2.59596282258749
0.199960231781006,-0.151757165789604,0.329029977321625,0.160442903637886,174.294426158532,2.32629726272628,2.66556816839873
0.204118728637695,-0.151738464832306,0.329030156135559,0.160435542464256,174.306529882199,2.33935229282637,2.67412136522634
0.208239078521729,-0.151772797107697,0.329004734754562,0.160466477274895,174.353253346573,2.34718844318935,2.60875083631491
0.212384462356567,-0.151814520359039,0.329003304243088,0.160498782992363,174.362304688809,2.3467179109026,2.5818298162584
0.216650485992432,-0.151823148131371,0.329005479812622,0.160522937774658,174.355360703106,2.31100390199363,2.58977434164982
0.220774412155151,-0.151809707283974,0.328999519348145,0.160510689020157,174.348254891369,2.29546276132897,2.58678780826113
0.224753856658936,-0.151807606220245,0.328987836837769,0.160499885678291,174.338104506697,2.29437757156956,2.5838909605504
0.228999614715576,-0.151741981506348,0.32900407910347,0.160478532314301,174.29267829817,2.30684134742376,2.54136668415316
0.233316659927368,-0.1517094373703,0.329034328460693,0.160450249910355,174.267208927594,2.32275255301164,2.49996105017269
0.237504005432129,-0.151741236448288,0.329038083553314,0.16043709218502,174.275045160825,2.32019252947231,2.50292345583134
0.241658210754395,-0.15181140601635,0.329020798206329,0.160438910126686,174.3155438747,2.31472354287286,2.53639426825544
0.24579119682312,-0.151851654052734,0.328990876674652,0.160457298159599,174.364449434272,2.3076803647172,2.57227956224785
0.24994683265686,-0.151878222823143,0.328969895839691,0.160489529371262,174.394973950927,2.29910351043005,2.65065909034744
0.254105091094971,-0.151823237538338,0.328986525535583,0.160525918006897,174.362716054134,2.3179717431571,2.6906583491819
0.258281469345093,-0.151743650436401,0.329011291265488,0.160534799098969,174.319336114113,2.31590217067627,2.67633085245511
0.262293338775635,-0.151694938540459,0.329017400741577,0.160527125000954,174.286446095499,2.31395312343932,2.59935476657756
0.266746282577515,-0.151634588837624,0.329047650098801,0.160508215427399,174.213953900995,2.31376592292786,2.51453824576524
0.270695686340332,-0.151710584759712,0.329014271497726,0.160485595464706,174.25384914385,2.31947369520246,2.47483322963532
0.274815559387207,-0.151754468679428,0.329018652439117,0.160475671291351,174.290703840051,2.29503427309497,2.45481992600164
0.27955961227417,-0.151863932609558,0.328994423151016,0.160472095012665,174.352776090577,2.30023021965393,2.52029833624044
0.283143758773804,-0.151881352066994,0.328995496034622,0.160471647977829,174.370802055182,2.30911303753524,2.5997901603914
0.287660837173462,-0.151844874024391,0.328999191522598,0.160483837127686,174.369369873285,2.32690492187679,2.61592338035884
0.291780233383179,-0.151801124215126,0.328996241092682,0.160493344068527,174.361214672968,2.33017233933561,2.57102167636084
0.295799255371094,-0.151719614863396,0.329027593135834,0.160496830940247,174.294244172716,2.32535241249262,2.48175029777239
0.30006217956543,-0.151658713817596,0.329054355621338,0.160494565963745,174.212984805014,2.31366972760045,2.43970655226936
0.304208755493164,-0.151668176054955,0.329037010669708,0.160463377833366,174.203257348373,2.3084770830274,2.48103053678702
0.308459997177124,-0.151760905981064,0.328988015651703,0.160468995571136,174.283569933525,2.28248788467621,2.50826115034033
0.312437295913696,-0.151847407221794,0.328977316617966,0.160478845238686,174.366217337958,2.29214646775037,2.54208692946075
0.316648960113525,-0.151881039142609,0.328997582197189,0.16049599647522,174.394356398601,2.30163528993381,2.61477024813741
0.325037002563477,-0.151829525828362,0.32901805639267,0.160482794046402,174.392961633457,2.30974043539431,2.64750489292052
0.332387685775757,-0.151774480938911,0.329004466533661,0.160478368401527,174.351490691353,2.33484104782287,2.62217877098015
0.333930015563965,-0.151684924960136,0.329030871391296,0.160482615232468,174.27374108828,2.34121670144648,2.58045590131079
